image,caption
4242032129.jpg,Soccer players from opposing teams are looking to the sidelines.
4242032129.jpg,Soccer players standing around on a field.
4242032129.jpg,Three soccer players standing on a field.
4242032129.jpg,Soccer players standing on a green field.
4248543428.jpg,Women wearing winter coats crossing the street next to parked cars and walking down street
4248543428.jpg,Busy city street scene displaying pedestrians and automobile traffic.
4248543428.jpg,Two girls attempt to cross the street in a crowded Asian city.
4248543428.jpg,People are watching for traffic in front of a police car.
4248543428.jpg,Asian people walk on a busy sidewalk.
425518464.jpg,A person wearing a white hooded sweatshirt covered with a blanket sitting on a bench reading
425518464.jpg,The person wearing the white sheet and white hoodie sits on the bench reading.
425518464.jpg,Woman wrapped in blanket sits on bench and reads in park.
425518464.jpg,A woman sits on a bench reading a newspaper.
425518464.jpg,A woman reads a paper on a bench in a park.
4262509387.jpg,"Dressed in a sharp suit, the head of the museum's security team, looks like an ordinary museum visitor as he guards its most expensive painting."
4262509387.jpg,A older man in a suit standing next to a large painting of a ship in rocky water under a cloudy sky.
4262509387.jpg,A man in a suit standing next to a large painting surrounded by a large gold frame.
4262509387.jpg,A balding man in a suit and tie stands beside a large painting of a rough sea.
4262509387.jpg,Museum security standing guard besides a giant painting.
4267222130.jpg,A small group of people with a spotlight on them wearing red shirts and jeans at a rodeo.
4267222130.jpg,Rodeo people are walking out of a gate with a woman and boy following them.
4267222130.jpg,A spotlight is on several people who are wearing cowboy hats.
4267222130.jpg,Several people are walking out in the spotlight.
4267222130.jpg,People with a spotlight on them.
4267992897.jpg,A man and a woman play an accordion and violin on the sidewalk for tips from pedestrians.
4267992897.jpg,A man plays a saw and a woman plays an accordion on a sidewalk.
4267992897.jpg,A woman and a man play musical instruments on a city sidewalk.
4267992897.jpg,A old couple is playing musical instrument on a street corner.
4267992897.jpg,The street performers are making music together.
4268242266.jpg,"Two large cones are outside, in the street, in front of a large building."
4268242266.jpg,A construction site with a man moving a red and white striped board.
4268242266.jpg,"Men are in a work zone, working across the street from a DSW store."
4268242266.jpg,Men cleaning up mess on street.
4268242266.jpg,Men work on a city street.
4268485193.jpg,Five men are surrounded by half-assembled bicycles inside a place where there's some writing on the wall.
4268485193.jpg,Five people are working on bicycles with a large graffiti mural behind them.
4268485193.jpg,Five guys working on bicycles in a shop with graffiti on the back wall.
4268485193.jpg,A couple of boys are in a gym with partially assembled bicycles.
4268485193.jpg,Five men repairing mountain bikes.
4268831069.jpg,"There are three men in this picture, two are on motorbikes, one of the men has a large piece of furniture on the back of his bike, the other is about to be handed a piece of paper by a man in a white shirt."
4268831069.jpg,"Two men on motorcycles, one with a silver helmet and the other with a black helmet, riding in a city, with a boy with a white long-sleeve shirt on, approaching one of the motorcycles."
4268831069.jpg,A man in a black helmet and a man in a white helmet are riding small motorcycles past a man in a white shirt on a narrow city street.
4268831069.jpg,"Two men on separate mopeds with objects strapped to the back of their vehicles drive down a street, passing a pedestrian."
4268831069.jpg,Two men are driving in opposite directions on motorbikes while another man walks past them.
4269551560.jpg,Firefighter Connett of the Ossian Fire Department climbs a ladder amid smoke and rubble.
4269551560.jpg,A fireman climbing on charred ceiling beams of a burned out structure.
4269551560.jpg,A fireman is on a ladder leaning on a charred and smoking house.
4269551560.jpg,A firefighter is shown trying to climb into some debris.
4269551560.jpg,A fireman in action during an intense fire.
4271288402.jpg,A waterskiing man on something similar to a snowboard perches on a rail obstacle with just the tip of the board.
4271288402.jpg,A water athlete is performing a stunt while holding onto the handle of a rope.
4271288402.jpg,A young man with a red shirt and board shorts sliding down a ramp on a board.
4271288402.jpg,A wakeboarder is performing a trick on a rail.
4271288402.jpg,A man is doing a grind while wakeboarding.
4273711559.jpg,A man in a green shirt is talking on the phone and resting his leg on a piece of machinery.
4273711559.jpg,A man in a green t-shirt and jeans is talking on a cellphone next to some heavy equipment.
4273711559.jpg,Male construction worker on his cellphone with one foot on his yellow tractor.
4273711559.jpg,A worker rests his foot on the back of a trailer.
4273711559.jpg,Worker guy on a cellphone break.
4275465064.jpg,A group of African children dressed in mismatched clothing sing and play instruments.
4275465064.jpg,A group of African children are clapping while one beats a makeshift drum.
4275465064.jpg,Some children are clapping together while an older girl plays a drum.
4275465064.jpg,A group of African children observing and clapping.
4275465064.jpg,A group of African children wait outside.
427557693.jpg,Two people walking on the street with lots of bare trees around and snow on the ground.
427557693.jpg,Two distant boys walking down snowy street in urban area.
427557693.jpg,Two adults walking in the street in a suburban area
427557693.jpg,Two people walking on a street with barren trees.
427557693.jpg,Two people walking across a street.
4284601289.jpg,"Men dressed in red and white are standing on one another's shoulders, creating a 3 story human tower."
4284601289.jpg,A team in red and black uniforms stand on each others' shoulders while crowd presses into them.
4284601289.jpg,A group of people in purple and red shirts are working on a performance routine.
4284601289.jpg,A group of colorfully dressed people are assisting the street performers.
4284601289.jpg,A group of gymnasts performing.
428909907.jpg,A guitar and bass player perform on a temporary stage.
428909907.jpg,A couple of guitarist rock out on stage.
428909907.jpg,A band jamming out on their guitars.
428909907.jpg,Musicians are performing on stage.
428909907.jpg,A group of young musicians.
428917415.jpg,The men set up their instruments and equipment in preparation for their concert.
428917415.jpg,Three brown-haired men are setting up for a rock concert.
428917415.jpg,A band sets up for a gig under a tent.
428917415.jpg,A band is getting ready to play.
428917415.jpg,A band is playing on stage.
4293592995.jpg,"An African-American man in jeans and a white t-shirt that says ""Cuido La Playa"" pushes his blue wooden cart on a sandy beach."
4293592995.jpg,A African American man standing with a blue wooden card with two wheels on a sandy beach.
4293592995.jpg,A man walks down a beach pushing a cart in front of him.
4293592995.jpg,An gentleman selling items on the beach.
4293592995.jpg,A man is pushing a cart down the beach.
429498940.jpg,"Next to a projector screen displaying the words DEMOS The Business of Care, a man dressed in a black suit sits at a table with two woman, one dressed in a green shirt and drinking from a glass and the other wearing a gray shirt with a red flower attached."
429498940.jpg,"Three people are sitting at a small table near a screen with the words, ""DEMOS, The Business of Care."""
429498940.jpg,Three people sit at a table at a conference about the business of care
429498940.jpg,Two women and a man sitting at a table covered with a white cloth.
429498940.jpg,A lady takes a drink during a business presentation for Demos.
4296373889.jpg,"A man cleaning the park with a dark stripe hat, blue coat and dark blue jeans, with a dog on a leash holding a paper picker, along with a man who has a blue hat, yellow gloves, blue coat, light blue jeans, paper picker and bag."
4296373889.jpg,"Two men walk in the park, one with a shaggy dog on a leash and a device for cleaning up canine droppings."
4296373889.jpg,"Two people, one with a dog, walking through the park picking up trash."
4296373889.jpg,"Two men walking, one with a dog and a pooper scooper."
4296373889.jpg,People picking up trash in the park.
4296835667.jpg,"A young woman wearing a blue coat and brown leggings getting ready to walk into a building, after riding her bicycle."
4296835667.jpg,A woman wearing a blue jacket is standing outside next to a bicycle.
4296835667.jpg,A bicycle with a basket is on a sidewalk.
4296835667.jpg,A bike is parked in front of the metro.
4296835667.jpg,An Asian girl has parked her bicycle.
4297527221.jpg,"A man in plaid showing a young girl, also in plaid, how to drill a hole."
4297527221.jpg,A man and a young girl using a drill press on a piece of wood.
4297527221.jpg,A young girl and a man doing something with a machine.
4297527221.jpg,An older man and girl are cutting wood together.
4297527221.jpg,A teacher helping a little girl with a machine.
4299244891.jpg,A dark-haired man wearing a dark t-shirt carving meat on a table.
4299244891.jpg,A man is cutting a piece of meat at a dinner table
4299244891.jpg,Man in t-shirt and jeans cuts up cooked chicken.
4299244891.jpg,A man carving up meat for a meal.
4299244891.jpg,A man carving a piece of meat.
4299331724.jpg,"An older lady with red shoes, pink scarf, gray hat, and holding a bag, carrying on a conversation with an older man with red pants, green coat, and a green hat."
4299331724.jpg,An older woman in a black coat and a white knit beret converses with an older man in a tan scooter hat and a green coat on the sidewalk near storefronts.
4299331724.jpg,"A man and woman, both wearing coats, are facing each other on the sidewalk."
4299331724.jpg,"An elderly couple, facing each other closely, having a conversation."
4299331724.jpg,A man and woman in warm coats stand face-to-face talking.
4300735716.jpg,A female soccer player is lying on the field with a painful expression on her face.
4300735716.jpg,A female soccer player who was injured during the game.
4300735716.jpg,A young girl sits in the fetal position in pain.
4300735716.jpg,A girl has fallen on a sports field.
4300735716.jpg,A woman is laying down in the grass.
4300949836.jpg,A blond woman wearing a green dress raises her hand and smiles in a room.
4300949836.jpg,A blond woman in a loud print shirt raising her hand and smiling.
4300949836.jpg,A blond girl in a green patterned shirt has her hand raised.
4300949836.jpg,A woman smiling while raising her right hand.
4300949836.jpg,A woman in short hair is raising her hand.
430173345.jpg,The dog is concerned with a purple object lying in an uncut field.
430173345.jpg,A brown dog possessively grabs a purple Frisbee in a field.
430173345.jpg,A brown dog running to catch a Frisbee in a field of grass.
430173345.jpg,A brown dog with a purple Frisbee in its mouth.
430173345.jpg,A dog in a field with a Frisbee.
4301874954.jpg,A blond man with a leather jacket playing a guitar and singing.
4301874954.jpg,A blond-haired guitar singer performing in a music store.
4301874954.jpg,A musician plays guitar in a record store.
4301874954.jpg,A blond man is singing and playing guitar.
4301874954.jpg,A man is singing and playing a guitar.
4301986594.jpg,"A man holds up a small sticker that says ""I am a photographer, not a terrorist"" while standing among a large group of protesters."
4301986594.jpg,"A man is holding a souvenir that says ""I 'm a photographer not a terrorist"" at what appears to be a rally somewhere in Europe."
4301986594.jpg,"A man is holding up a card that says ""I 'm a photographer not a terrorist"" overlooking a crowd of people."
4301986594.jpg,"A man holds up a tiny sign reading ""I 'm a photographer not a terrorist."""
4301986594.jpg,A man stands close to a crowd of people holding a card.
4302250366.jpg,A teenage girl dressed in a black and purple leotard is posing in an arabesque while twirling a magenta ribbon.
4302250366.jpg,A gymnast in a black and purple colored costume is dancing with a fuchsia colored ribbon.
4302250366.jpg,A woman in black and purple is twirling a ribbon and holding her leg behind her.
4302250366.jpg,A ballerina performing in front of a panel of judges.
4302250366.jpg,Young women doing pink ribbon swirls on one leg.
4302494415.jpg,A blond woman with a pink headband and pink shorts sits next to a dark-haired man with a black shirt while looking through zip lock bags of small items.
4302494415.jpg,A man and a woman sitting on the floor cross-legged with full ziplock bags.
4302494415.jpg,"A man and a woman are sitting on the floor, working with craft items."
4302494415.jpg,Two people are sitting on the floor looking through zip lock bags.
4302494415.jpg,A man and woman are sitting on the floor looking through baggies.
4303789445.jpg,A man on a bicycle stops for a rest with his leashed dogs.
4303789445.jpg,Guy on bicycle with seeing eye German Shepard dog.
4303789445.jpg,A man has two dogs while sitting on a bike.
4303789445.jpg,A man on a bike with a dog on a leash.
4303789445.jpg,A man on a bike with a dog.
4303898422.jpg,A man with dark hair and glasses is holding many packages of something.
4303898422.jpg,A man grins holding up a handful of red packets spread out like cards.
4303898422.jpg,A man with glasses is smiling and holding packets in an office.
4303898422.jpg,A man wearing a blue jacket happily displays his product.
4303898422.jpg,An excited man is holding six objects.
4305146644.jpg,A group of construction workers are attempting to pull a cover onto a framework.
4305146644.jpg,Six construction workers are pulling a roof up with ropes.
4305146644.jpg,Construction workers are putting together a white canopy.
4305146644.jpg,Construction workers putting up a building together.
4305146644.jpg,Workers erect a pavilion for an event in the park.
43114006.jpg,A group of men enjoying their selves on the closer-to-shore area of an ocean.
43114006.jpg,People rock jumping into water while people fish in the background.
43114006.jpg,A man takes a swan dive off a cliff while others look on.
43114006.jpg,"People standing, fishing and diving into the water."
43114006.jpg,A man in blue swim trunks diving off a large rock.
431410325.jpg,A golden haired dog with wet hair is licking its nose while moving through shallow water.
431410325.jpg,A golden retriever licks his nose as he dries off from the water.
431410325.jpg,A long-haired dog walks out of the water and licks his nose.
431410325.jpg,The brown dog is running in the water licking his nose.
431410325.jpg,A wet brown dog is leaving the water.
4316533311.jpg,A red-haired toddler wearing purple bangs a metal pot with a mallet.
4316533311.jpg,A small child bangs a metal pan with a red and tan wooden hammer.
4316533311.jpg,A child wearing purple is hitting a metal pan with a stick.
4316533311.jpg,A toddler banging a plastic hammer against a metal pot.
4316533311.jpg,A child is banging on a pot.
4322232000.jpg,A lady wearing a hat and tan coat walks down a brick sidewalk of a city while holding the hand of a little boy wearing a backpack and holding a striped umbrella upside down.
4322232000.jpg,A woman and a little boy with a backpack walking with an umbrella in the city.
4322232000.jpg,A woman walks down the sidewalk holding a young boy's hand on a rainy day.
4322232000.jpg,An adult woman and a young boy walking through a city in the evening.
4322232000.jpg,An adult and a kid walk down a city sidewalk.
43244430.jpg,A lady with a white tank top holds a blue yard style cocktail cup with her black tank topped phone holding a phone.
43244430.jpg,People enjoying a festival while having drinks and taking pictures on the cellphone.
43244430.jpg,Two young females talk and text as they stare into the distance.
43244430.jpg,A woman with a drink and a woman with a cellphone.
43244430.jpg,Two women share a laugh in the city.
4324717979.jpg,A girl in a pink helmet and rainbow socks is doing a skateboarding trick in midair on a ramp.
4324717979.jpg,A girl wearing a pink skateboard helmet is riding in a skateboard bowl.
4324717979.jpg,This girl is skateboarding in a pink helmet and rainbow socks.
4324717979.jpg,Young girl in a pink helmet riding a skateboard.
4324717979.jpg,Kid skateboarder showing off tricks.
4326892909.jpg,A woman is going down a hill sitting on a sled and a man is behind her also going down the hill but belly first on the sled.
4326892909.jpg,A young woman dressed in winter clothes is sledding down a snowy slope with a sledding male behind her.
4326892909.jpg,Two people smiling while sledding down a snow covered path lined with pine trees.
4326892909.jpg,"Two people, one man, one woman, are gliding down a snow hill on sleds."
4326892909.jpg,Two people in winter clothing sliding down a snow-covered hill.
4328528475.jpg,A dark-haired girl holding a racket in one hand and showing the peace sign with the other hand.
4328528475.jpg,Asian female holds up bad mitten racket and a peace sign with a big smile behind the net.
4328528475.jpg,A girl in blue shorts is holding up a racket while displaying the peace sign.
4328528475.jpg,The girl in the photograph appears to be enjoying some badminton.
4328528475.jpg,Asian girl holding a racket in the air in a gym.
4329179652.jpg,Two teenage girls play a game with their hands together.
4329179652.jpg,"Two Asian girls playing paper, rock, scissors."
4329179652.jpg,Two people playing a game facing each other.
4329179652.jpg,Two girls in white tops are kneeling.
4329179652.jpg,Two girls are kneeling on the ground.
4329198220.jpg,"A woman sitting in a white t-shirt, with her hands in a white powdery substance on a newspaper, is surrounded by other people in white t-shirts."
4329198220.jpg,"A group of youths, one wearing a t-shirt labeled ""L.A. City Lounge South"", are working on a craft project that involves the use of flour."
4329198220.jpg,An Asian young woman is working with flower while surrounding by her peers.
4329198220.jpg,Several girls are playing with flour.
4329198220.jpg,Students working in art class.
4329504863.jpg,A dark-complexioned man dressed in an olive drab uniform with a bright yellow belt and turban gestures beyond a raised platform as a man leans over a fence and watches.
4329504863.jpg,A man in a colorful yellow and green garment stretches out his right arm while standing near a plate of glass embedded into the ground.
4329504863.jpg,A man with a yellow hat and sash has his arm raised while another man stands behind him.
4329504863.jpg,An unknown solider in green pointing to his right showing another man something
4329504863.jpg,A man is gesturing over some sort of platform.
4334569240.jpg,"A little boy has fallen asleep in his food, which is sitting on a blue and yellow tablecloth."
4334569240.jpg,A young boy is asleep at a table with his face on a plate.
4334569240.jpg,The child is sleeping while he is eating.
4334569240.jpg,A boy is sleeping in his dinner bowl.
4334569240.jpg,A child asleep at a kitchen table.
4334945607.jpg,"Two girls in white and gold seductive costumes are standing with microphones next to an older man, playing the guitar."
4334945607.jpg,Two women dressed in white smile and laugh while around a man in black playing the guitar.
4334945607.jpg,"A man is playing a guitar and two women in short, white dresses are standing beside him."
4334945607.jpg,A musical group performs on stage with their instruments.
4334945607.jpg,Three musical performers do their act.
4337016892.jpg,A little boy wearing a green and white shirt with orange pants is helping another little boy sweep leaves from a road while two adult onlookers stand nearby.
4337016892.jpg,Two young boys are raking leaves on the side of a road with two older person watching in the forest filled background.
4337016892.jpg,Two boys are helping clean up leaves at the side of the road.
4337016892.jpg,Two male children cleaning up leaves in a parking lot.
4337016892.jpg,Two young boys are cleaning up fallen leaves.
4338039834.jpg,A picture of a person performing a stunt on skies wearing a yellow and dark blue suit.
4338039834.jpg,A snow covered landscape with light fixtures and a red fence.
4338039834.jpg,A skier rotates through the evening mountain air.
4338039834.jpg,A skier wearing yellow and black is airborne.
4338039834.jpg,A man is flying through the air on skis.
4338147445.jpg,Three men in yellow jackets on a large boat gather around a wooden board while a disinterested seagull flies by.
4338147445.jpg,"Three men, dressed in rain gear are standing on the dock of a boat preparing to clean fish."
4338147445.jpg,3 rain suit clad fisherman gut a fish on the deck of their fishing vessel.
4338147445.jpg,Three men in yellow jumpsuits are standing on a boat cutting fish.
4338147445.jpg,"Three men in yellow, are on a boat cutting up fish."
434094589.jpg,Three people in the ocean with a net catching or releasing something.
434094589.jpg,Three people standing at a shoreline holding a big net.
434094589.jpg,Three men are pulling a fishing net on shore.
434094589.jpg,Three men handling a net on the seashore.
434094589.jpg,Three people retrieve a net on a beach.
434171515.jpg,A group of young men and women chat and observe the menu at a fancy restaurant.
434171515.jpg,A group of men and women gather around a table in a restaurant.
434171515.jpg,People sitting around a table with menus and wineglasses.
434171515.jpg,Several people are at a restaurant looking at red menus.
434171515.jpg,People talking in a restaurant
434467651.jpg,Two Asian girls are weaving on large scale hand-operated looms.
434467651.jpg,A girl in a pink sweatshirt is working at a loom.
434467651.jpg,Two women sitting on the floor making blankets.
434467651.jpg,Two little girls making some kind of art.
434467651.jpg,Two young women working in waving blankets
4346213739.jpg,A group of construction workers refer to a chart in the middle of roadwork.
4346213739.jpg,Maintenance or construction workers on a work site on a busy city street
4346213739.jpg,Four constriction workers are working on something in the street.
4346213739.jpg,Construction workers wearing white hard hats work on the street.
4346213739.jpg,Four men wearing helmets are working on a road.
434938585.jpg,The little girl is wearing a black sweater and standing in front of a restaurant.
434938585.jpg,A woman in a jacket is posing for a camera smiling in a mostly empty restaurant.
434938585.jpg,A young woman wearing a turtleneck and black jacket is smiling for a picture.
434938585.jpg,A photo of a smiling young woman in front of tables on the street.
434938585.jpg,A young girl standing outside a restaurant at night.
4350277108.jpg,"A middle-aged man wearing a black jacket and jeans, sitting in a chair in an Ikea store, smiling and looking relaxed."
4350277108.jpg,A man in a black coat is sitting on a piece of furniture in an Ikea store.
4350277108.jpg,A man in a black jacket and jeans poses for a picture on a white chair.
4350277108.jpg,"In the Ikea store, a man sits on a chair."
4350277108.jpg,A man is testing out a chair at Ikea.
4351577560.jpg,"Groups of people walking different directions, mostly dressed in dark blues and dressed to stay warm."
4351577560.jpg,Numerous people rush about in a public transit station.
4351577560.jpg,A crowd of people at a market near a highway.
4351577560.jpg,A group of people in a rush to get to work.
4351577560.jpg,A busy crowd in an Asian metropolis.
4352209476.jpg,A man in blue jeans uses his jacket as a pillow as he lies on a stone bench.
4352209476.jpg,A man in a black and white striped shirt sleeps on a concrete bench.
4352209476.jpg,A man with a striped shirt is sleeping on park bench.
4352209476.jpg,A man in jeans laying upon a stone bench outside.
4352209476.jpg,A man is lying on a bench near a thin tree.
4352519219.jpg,"Two young girls with backpacks are riding a bike, passing a derelict looking building."
4352519219.jpg,Two young girls riding a bike with a basket during the day.
4352519219.jpg,Two Asian girls ride bike on dirty street.
4352519219.jpg,Two little girls are riding one bicycle.
4352519219.jpg,Two friends ride a bicycle.
4353551949.jpg,"A man wearing a green shirt and blue jeans lying down next to a several big yellow tubs, with a blue building on the right side of the photo with white graffiti ""28"" spray painted on it."
4353551949.jpg,A man that looks like he has been hit is lying on the ground in front of some junk.
4353551949.jpg,A man is laying on the ground covered in something white.
4353551949.jpg,The man is laying by a blue building.
4353551949.jpg,A homeless person is taking a nap.
435415784.jpg,A baseball player is about to hit a ball while a female behind a protective screen is watching him.
435415784.jpg,A baseball player takes a swing at a pitch while the crowd watches.
435415784.jpg,A baseball player prepares to swing the bat at a pitched ball.
435415784.jpg,The fast pitch is destined to become a home run for the team.
435415784.jpg,A baseball player about to hit a home run.
4357165525.jpg,An old man and a child walk together along a pathway near a building.
4357165525.jpg,An old couple having a good time by walking on the streets.
4357165525.jpg,A man with a cane and a boy are walking on a sidewalk.
4357165525.jpg,Grandfather and grandchild walking down a path.
4357165525.jpg,Two males walking away from a bench.
4357228527.jpg,A woman wearing a sweatshirt and jeans is at a laundry mat is putting ERA in the washing machine.
4357228527.jpg,A woman in a black sweatshirt is pouring liquid detergent into a washer in a laundromat.
4357228527.jpg,A woman in a black sweatshirt is pouring laundry detergent in a washing machine.
4357228527.jpg,A woman in a black shirt and jeans is pouring Era into the washing machine.
4357228527.jpg,A woman in black is adding laundry soap to a washing machine.
436009777.jpg,A couple are sitting on a rock in front of a street.
436009777.jpg,Two people sit on a large rock near a city street.
436009777.jpg,A man and a woman sit on a rock beside a street.
436009777.jpg,Two people sitting on a rock in a city park.
436009777.jpg,Two people talk while sitting on a big rock.
4367617317.jpg,"A conference room with many couples sitting together, with a white male wearing a gray Abercrombie long-sleeved shirt sitting with an Asian female with her hair in a ponytail."
4367617317.jpg,Several couples sit on hotel ballroom style conference chairs and watch something outside the frame of the picture.
4367617317.jpg,A group of people sit in chairs while listening to a speaker.
4367617317.jpg,A man places his arm around his girlfriend at a conference.
4367617317.jpg,A group of people sitting in chairs watching something.
4367621919.jpg,People fill their plates with food in the buffet line.
4367621919.jpg,People serving themselves food at a buffet at night.
4367621919.jpg,A group of people are lined up at a dinner buffet.
4367621919.jpg,A group of people gets food from a buffet line.
4367621919.jpg,People selecting food at an event.
4373933959.jpg,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.
4373933959.jpg,"People are gathered in a street, there is snow on the ground."
4373933959.jpg,A group of people gather in a park during the winter.
4373933959.jpg,A large crowd of people are in a park during winter.
4373933959.jpg,People crowd a sidewalk in the cold.
4374914744.jpg,"Two young boys, one in a brown shirt and jeans and the other in a red shirt and tan pants, are playing a game called Twister."
4374914744.jpg,"Two young boys are playing the game ""Twister"" and have placed their hands and feet on blue and green patches."
4374914744.jpg,Two young boys in casual attire playing Twister with other children.
4374914744.jpg,Two children enjoying their day with a game of twister.
4374914744.jpg,Three children are playing a game of Twister.
4376363559.jpg,A man wearing a black hat and heavy green coat harnesses a black horse wearing a teal and pink blanket.
4376363559.jpg,A man in a green coat checks the carriage equipment hooked up to his black horse.
4376363559.jpg,A man in a dark green jacket is hitching a black horse to a black pole.
4376363559.jpg,A man in a green jacket is looking after a black horse.
4376363559.jpg,A rider is being ready to ride a horse.
438639005.jpg,A boy in red and a girl pink are walking through a low cut field.
438639005.jpg,The little boy and little girl are walking side by side.
438639005.jpg,Two young children are walking across an open field.
438639005.jpg,Two small children walk away in a field.
438639005.jpg,Two small children walking in a field.
4387675829.jpg,A young girl plays with a train set toy and is wearing a white hooded sweatshirt with polka dots.
4387675829.jpg,A little girl in a white sweater with polka dots is playing with a wooden tracked train set.
4387675829.jpg,A young girl in a white zip up sweatshirt plays with a train set on a table.
4387675829.jpg,"A young girl plays with a ""Thomas the Tank Engine"" train set at a store."
4387675829.jpg,A young child playing with a toy train set.
4391050214.jpg,"Two metal cages, one containing two rabbits, the other containing cardboard boxes."
4391050214.jpg,"Rabbits sit in a cage, another cage near the rabbits appears to be empty."
4391050214.jpg,There are two white rabbits in a caged area.
4391050214.jpg,Two white rabbits in an outdoor cage.
4391050214.jpg,Two rabbits in a cage.
4392524083.jpg,A dark-haired man in a hospital gown lays with his head against a pillow and a breathing tube in his nose.
4392524083.jpg,A man is in a hospital bed with oxygen hooked up to help him breathe better.
4392524083.jpg,"A young man in a hospital gown lays in a hospital bed, on oxygen."
4392524083.jpg,Man in hospital bed with oxygen tubes in his nose.
4392524083.jpg,A man lying in a hospital bed.
440481388.jpg,"Two women are sitting at a table, one is holding a baby and another child is playing on the floor."
440481388.jpg,Two young mothers are visiting at the dining room table while keeping an eye on their youngsters.
440481388.jpg,The little boy is holding his toy while two women look at him from the table.
440481388.jpg,Two women at a table and child playing on the floor
440481388.jpg,A little boy shows off his suitcase full of toys.
4404978183.jpg,A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.
4404978183.jpg,A woman in black boots and a gray umbrella walks away from a group looking at a small dog.
4404978183.jpg,A woman with a umbrella walking past a pole and people looking at a little dog.
4404978183.jpg,People looking at a tiny dog sitting on a sidewalk.
4404978183.jpg,A group of people are looking at a cute little dog.
4407091501.jpg,"A mother and daughter kiss in front of a light, blurry background."
4407091501.jpg,A woman is giving a kiss to a young girl on the lips.
4407091501.jpg,The lady and little girl is showing love with a kiss.
4407091501.jpg,A young girl kisses the lips of her mother.
4407091501.jpg,A mother kisses her littler girl.
4407490214.jpg,Two young ballet dancers are performing with the boy on his knee and the girl standing on her toes.
4407490214.jpg,"Two small children, a girl and a boy, dressed in white on a state posing in ballet poses."
4407490214.jpg,A ballet performance featuring a male and female ballerina.
4407490214.jpg,Two young children are performing ballet.
4407490214.jpg,Two kids dancing at a dance recital.
4410366569.jpg,"A man standing in a white shirt with a large computer screen behind him, is showing a girl something on a computer."
4410366569.jpg,A man is showing a woman something while she sits in front of a laptop.
4410366569.jpg,A teacher assists a student in a computer lab.
4410366569.jpg,Man helping women with laptop in classroom.
4410366569.jpg,Two people looking at a computer.
44129946.jpg,The sun is setting while a man and woman watch a boat go by.
44129946.jpg,Two people sit on a bench and watch a boat on the water.
44129946.jpg,"A man and woman sit on a bench, watching a boat go by."
44129946.jpg,A couple watches a boat against a skyline.
44129946.jpg,Two people watching a boat sail past.
4414009112.jpg,"A band, with spotlight on the guitarist, plays on stage to a dark crowd."
4414009112.jpg,A spotlight shines down on a guitarist win a black shirt at a concert.
4414009112.jpg,A musician plays a guitar on stage in a venue.
4414009112.jpg,Male guitar player on stage in a black shirt.
4414009112.jpg,A band is having their live show recorded.
4415963345.jpg,"There are six women from another country, but three of them are sitting down while two are standing up with baskets on there backs, and they appear to be working on making clothing."
4415963345.jpg,There are 5 women in this picture and four of them are buying some items form other women who is wearing a orange color saree.
4415963345.jpg,Ethnic women with baskets on their back standing and looking at another woman selling things on the ground.
4415963345.jpg,Several people wearing baskets on their backs are standing next to each other.
4415963345.jpg,A group of ladies carry baskets on their backs to transport goods.
4420174290.jpg,A little girl is standing outside ready to brush the black goat's coat.
4420174290.jpg,Young girl plays with small livestock on farm.
4420174290.jpg,A little girl reaches over to brush a goat.
4420174290.jpg,A young girl is trying to brush a goat.
4420174290.jpg,A small girl is brushing a goat
4420802292.jpg,A man painting a picture of a tree and a turtle with a backwards cap on.
4420802292.jpg,A young man with LA on his cap paints a turtle on a green background.
4420802292.jpg,An artist is painting a tiny turtle into a painting.
4420802292.jpg,A man is paint a picture of a landscape.
4420802292.jpg,A man concentrates to paint details.
4425477742.jpg,The woman in the pink bikini and the man in the black swim trunks frolic in the ocean and get their picture taken while in midair.
4425477742.jpg,A woman in a pink bikini and a man in black swim trunks are jumping in the water at the beach.
4425477742.jpg,A blond woman wearing a pink bikini and a man wearing swim trunks jump happily in the water
4425477742.jpg,Girl in pink bathing suit and man in black shorts jump in water at the beach.
4425477742.jpg,A couple jumps in the water.
4426503576.jpg,"A man wearing sunglasses is playing a guitar, and three girls are sitting next to him."
4426503576.jpg,"A group of 4 people do various activities from playing guitar, to using a computer."
4426503576.jpg,The man in blue is playing the guitar while the girls are relaxing on the ground.
4426503576.jpg,"A young man, with three young ladies surrounding him, plays guitar outdoors."
4426503576.jpg,A man is playing guitar and three women are sitting next to him on the ground.
442985422.jpg,This is a baby about to lick the beaters from his mom's baking.
442985422.jpg,A blond toddler tastes cake batter off of a mixer.
442985422.jpg,A blond baby reaching for a bowl of cookie dough.
442985422.jpg,A small child getting a taste of dessert mix.
442985422.jpg,A young child is helping in the kitchen.
4431086360.jpg,A woman is standing in the middle of a snow covered sidewalk as a bus has long passed her up.
4431086360.jpg,A young woman holding a umbrella stops on a snow covered road and stares at the camera.
4431086360.jpg,"A woman with a red umbrella standing on a snowy, tree-lined street."
4431086360.jpg,A person with a red umbrella walking down a snowy street.
4431086360.jpg,Someone is standing holding an umbrella in a snow day.
4433821033.jpg,A person equipped in snow protective gear is going down a snowy hill on a snowboard.
4433821033.jpg,"A snowboarder, wearing a blue jacket and green pants, snowboards down a hill."
