image,caption
427063077.jpg,"Two middle-aged white men wearing sunglasses sit in sun, one with green shirt and blue baseball cap the other in a plaid."
427063077.jpg,"Two men, one sitting and lounging, the other standing and talking."
427063077.jpg,Two men and a woman sitting outside on a short wall and talking.
427063077.jpg,Two men with sunglasses hanging out outside.
427063077.jpg,Two men with shades talking on a balcony.
4274035185.jpg,"A train attendant poses in a train car, wearing a black vest and black tie over a white, collared shirt with a black hat, glasses, and a name tag."
4274035185.jpg,A man wearing a train conductor's uniform standing inside an old train or trolley car.
4274035185.jpg,"An elderly train conductor, dressed in black and white, posses for a picture."
4274035185.jpg,A man wearing a motorman hat is standing in the isle holding a bag.
4274035185.jpg,A train conductor holding a bag.
4284980126.jpg,A group of five dark-skinned people sitting at what looks to be a farmer's market right behind a fruit that is green and spiky.
4284980126.jpg,There are people sitting around a market area with green fruit in the front drop.
4284980126.jpg,A group of asian sitting and eating in the middle of a market.
4284980126.jpg,A group of men sitting and talking behind some green fruit.
4284980126.jpg,An elderly woman cutting fruit at a market.
4300749467.jpg,A man with a long white beard starting away from the crowd with a bunch of people behind him.
4300749467.jpg,An old asian man with a long gray beard stands out in a crowd.
4300749467.jpg,An asian man with a long white beard staring straight ahead.
4300749467.jpg,A woman in a red coat walks past a man with a large beard.
4300749467.jpg,Asian man with long white beard in a dark setting.
4309770525.jpg,A street musician in a red jacket and sweatpants plays guitar while pedestrians walk past.
4309770525.jpg,The man is the red is playing the guitar while many people pass by.
4309770525.jpg,An older man in a red sweat suit playing a guitar on the sidewalk
4309770525.jpg,A man in red clothes plays acoustic guitar on the street.
4309770525.jpg,A man dressed in red is playing a guitar in a street.
431373722.jpg,"A gentleman is hanging from a window, cleaning the outside of the window, while a gentleman on the inside watches."
431373722.jpg,Man in striped polo shirt looks on as a man suspended on a swing cleans the windows of a skyscraper.
431373722.jpg,"A man sitting next to a window where a window cleaner is cleaning the outside, suspended on ropes."
431373722.jpg,A man sitting inside looking at the window washer outside.
431373722.jpg,A man is washing windows.
4319641840.jpg,"A baby sleeping on pale blue bamboo-like mats, wearing a navy blue and green striped shirt and swaddled in a towel."
4319641840.jpg,A small child is taking a nap on a mat and resting his head on a blue piece of clothing.
4319641840.jpg,A baby that is sleeping with his head on a blue shirt.
4319641840.jpg,A baby is asleep on a blanket.
4319641840.jpg,A child sleeping in peace.
4324933848.jpg,A little boy with blond-hair stares down at display case featuring cookies and cakes.
4324933848.jpg,A child with blond-hair is looking at a selection of cookies and brownies.
4324933848.jpg,A little kid is admiring the display in a bakery shop.
4324933848.jpg,A kid looking at cookies in a bakery.
4324933848.jpg,A child looking at desserts with awe.
4326555575.jpg,A black bull throwing it's rider off in a rodeo while two men wearing matching shirts with flames on them rush in to help.
4326555575.jpg,"A bull rider is in midair, falling off his bull who's back feet are high in the air."
4326555575.jpg,A bull rider falls off a bucking black bull as two rodeo staff approach.
4326555575.jpg,A bull rider is tossed from the bull near men with hats.
4326555575.jpg,Bull rider in texas getting thrown from a bull
4329180364.jpg,A girl with glasses holding a cat doll that she pulled out from a backpack.
4329180364.jpg,A young Asian girl holds a stuffed cat toy in a classroom.
4329180364.jpg,Asian woman holding a cray stuffed cat in a classroom.
4329180364.jpg,A woman stands smiling while holding a stuffed cat.
4329180364.jpg,Girl holding cat stuffed animal.
4331413547.jpg,"Man and women both vaguely clothed, with their arms interlocked between each other."
4331413547.jpg,A shirtless man and woman are holding each other while standing in a pile of leaves.
4331413547.jpg,A shirtless man and a woman in the grass performing possible martial arts moves.
4331413547.jpg,A man and woman who are standing outside in the grass doing a photo shoot.
4331413547.jpg,A couple wearing white play around in the front yard.
4334332560.jpg,"Children sitting at a table, in a shack that appears to be some kind of classroom, bored and staring off into the distance."
4334332560.jpg,School children dressed in their uniforms look around at their surroundings in the classroom.
4334332560.jpg,Young students in a rural school long to be released from the classroom.
4334332560.jpg,Young African children are attending class in a one room schoolhouse.
4334332560.jpg,Asian little kids in a school waiting for a teacher.
4335011105.jpg,"A woman in a blue coat pulling a toddler, wearing red, on a sled through the snow."
4335011105.jpg,Woman in blue coat and boots dragging a small child through the snow on a sled
4335011105.jpg,A woman in a blue jacket dragging a child on a sled through the snow.
4335011105.jpg,A mother happily pulling her baby in the snow with a sled.
4335011105.jpg,A toddler being pulled in a sled in the snow.
434039163.jpg,A woman is standing in the middle of the sidewalk at night.
434039163.jpg,A woman is standing on the sidewalk late in the evening.
434039163.jpg,A Girl with blond-hair on a pathway looking at the sky.
434039163.jpg,A girl walking down the sidewalk at night
434039163.jpg,A woman standing outside at dawn.
4348999958.jpg,A man is on top of his vehicle that is carrying pieces of plywood.
4348999958.jpg,Two men maneuvering pieces of wood on top of a vehicle.
4348999958.jpg,Man kneels on roof of car and helps unload wood.
4348999958.jpg,A man kneeling on a wood pile on top of a van.
4348999958.jpg,Man arranging lumber on top of a vehicle.
4351764727.jpg,A band sings under red lights while a couple dances in the foreground.
4351764727.jpg,Couple dances while a band plays with red lights and fog.
4351764727.jpg,Three musicians perform on a stage lit with red lights.
4351764727.jpg,A man accompanied by a band is singing in a red room.
4351764727.jpg,A couple dancing at a club.
4357771796.jpg,Man in black shirt singing into microphone and playing a guitar.
4357771796.jpg,A man wearing a black shirt sings and plays a guitar.
4357771796.jpg,A scruffy looking man is playing guitar and singing.
4357771796.jpg,A brown-haired male singing while playing a guitar.
4357771796.jpg,A musician is singing while playing guitar.
4358399798.jpg,"A teenager is holding onto a dog leash, attached to a brown dog, while also holding a sled in his other hand and a man is in the back standing next to a SUV."
4358399798.jpg,"A boy is walking in the snow with his dog and holding his snowboard while an older man, presumably his father, follows behind in the background."
4358399798.jpg,"A young man is walking through the snow with a snowboard and a dog, while another gentleman follows at a distance."
4358399798.jpg,"Two young men in the snow, walking a dog while holding a red long board."
4358399798.jpg,A small brown dog leading a teenage boy through snow-covered streets.
4361061763.jpg,A man on a ladder reaches above to equipment on the side of a brick building.
4361061763.jpg,A man wearing a blue shirt stands on an orange ladder to fix a light
4361061763.jpg,A man in a blue shirt stands on a tall ladder and inspects wires.
4361061763.jpg,A man on a ladder doing work on a business storefront.
4361061763.jpg,Person standing at the top of an orange ladder.
437230706.jpg,A little boy puckers up as to kiss a little lizard being held by another young child.
437230706.jpg,A little boy is looking at a lizard which is in someone else's hand.
437230706.jpg,Cute little boy in an army shirt blowing a kiss at a small lizard.
437230706.jpg,A child looks at a lizard in another child's hand.
437230706.jpg,Little boy is giving a kiss to a lizard.
437327595.jpg,"A man wearing a red shirt with the number 54 hits a baseball, while a catcher prepares to catch the ball."
437327595.jpg,A baseball pitch where the batter is wearing red and the catcher is wearing blue.
437327595.jpg,A batter swinging at a pitch with a catcher preparing to receive the pitch.
437327595.jpg,"Two men, one pitcher and one umpire, are outside playing baseball."
437327595.jpg,"A day at the ball park, playing baseball."
4375016451.jpg,"A group of people running in the cold, a blond woman in a red jacket is closest to the camera."
4375016451.jpg,People running on the dark paved street with numbers on them
4375016451.jpg,Multiple people running a marathon.
4375016451.jpg,Many joggers running in a marathon.
4375016451.jpg,Several people running a race.
4379763864.jpg,A marathon runner either starting or passing through a checkpoint at a fundraiser marathon.
4379763864.jpg,A dark-haired man in a black running suit with a number on his chest running.
4379763864.jpg,"A man being shown running in a black suit, running for Haiti."
4379763864.jpg,Man getting ready for Run For Haiti.
4379763864.jpg,A man in black runs a race.
4379845375.jpg,Many people in running clothes are waiting for the run for haiti to start.
4379845375.jpg,"Many people wearing numbers, hats and jackets are running in a race."
4379845375.jpg,"A crowd of people in workout clothes at a ""Run For Haiti"" event."
4379845375.jpg,Several people wearing number bibs in a run.
4379845375.jpg,A crowd of people prepare for a marathon.
4384686805.jpg,A man stands barefoot in jeans with his shoes in his hand and watches the sunset on a snow-covered hill.
4384686805.jpg,A man with rolled-up blue jeans stares off into the distance watching the sun rise.
4384686805.jpg,A man walking barefoot looks on over a cliff as the sun is just above the horizon.
4384686805.jpg,A man with no shoes on is watching the sunset over a town.
4384686805.jpg,There is a pretty sunset over the mountains.
4386588.jpg,"A group of women quilters are smiling, as a man in a red shirt and a woman in a white shirt hold up a quilt with the words ""Peace Knits"" quilted into it."
4386588.jpg,A group of young and older people gather around holding a peace knits quilt.
4386588.jpg,"A group of women and a quilt that says ""Peace Knits""."
4386588.jpg,A crowd of people sitting on a lawn holding a sign.
4386588.jpg,People are knitting next to a Peace Knits sign.
4401293680.jpg,"An older looking woman is taking notes in a lecture hall at a university, with younger looking students in the background."
4401293680.jpg,An elderly woman with a taupe color coat is sitting at a desk with her binder open while writing on a piece of paper.
4401293680.jpg,A left handed woman is writing something down in pen in a portfolio.
4401293680.jpg,A middle-aged woman is taking notes in a class at an auditorium.
4401293680.jpg,An older lady is writing notes in a notebook at a convention.
4401319908.jpg,Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.
4401319908.jpg,"A girl wearing a blue shirt, shorts, and sneakers is seated on a stool at a round table, looking at her phone."
4401319908.jpg,A woman in a blue shirt is sitting at a table and looking at her cellphone.
4401319908.jpg,"A woman sitting at a table, taking a picture."
4401319908.jpg,Young woman in a cafe checking her cellphone.
4403572803.jpg,A couple men taking pictures of a destroyed structure.
4403572803.jpg,A man in denim walks along a debris-strewn sidewalk.
4403572803.jpg,A man wearing a denim jacket taking a photograph.
4403572803.jpg,People are photographing a building.
4403572803.jpg,Tourists taking photographs.
4420692125.jpg,"On a city street, police are putting a handcuffed suspect into a patrol car."
4420692125.jpg,A young man in handcuffs is being placed in backseat of cop car.
4420692125.jpg,A man is being placed in a police car by a uniformed officer.
4420692125.jpg,The police arresting someone on a busy city street.
4420692125.jpg,A young guy is getting arrested.
4430817897.jpg,"Two orthodox Jews, one male, one female, are shown in traditional dress in a sidewalk scene."
4430817897.jpg,A woman in gray clothing and a man with facial hair and black clothing.
4430817897.jpg,A couple stands in front of a brick wall holding shopping bags.
4430817897.jpg,A man on a phone and a woman are in front of a wall.
4430817897.jpg,Jewish man and women standing against a wall.
4433290741.jpg,"Black man wearing an orange sign, sitting on a stool on a sidewalk next to Mc Donald's."
4433290741.jpg,"A man on the street is wearing a sign that reads ""OURO""."
4433290741.jpg,Person wearing a sign on the sidewalk that says 'OURO'.
4433290741.jpg,A man on the chair is advertising or sharing info.
4433290741.jpg,A man sits outside with a sign on his back
4438304823.jpg,Two people are organizing a large amount of food outside along a busy street.
4438304823.jpg,A woman with a woven yellow scarf on her head carries a bag of food.
4438304823.jpg,The lady in the red jacket is holding a large plastic bag.
4438304823.jpg,Two people in a busy Chinese street area handling food.
4438304823.jpg,A man is helping a lady put her goods in baskets.
4438629444.jpg,A person dressed in a long black coat walking next to a brick building.
4438629444.jpg,An elderly woman dressed in black is walking past a stone building.
4438629444.jpg,A person on a black coat walking next to a building.
4438629444.jpg,A person walking by a dilapidated brick building.
4438629444.jpg,A person is walking by an old building.
4439089558.jpg,A woman in a big purple hat and a long blue coat and a man with a satchel spending time in the city.
4439089558.jpg,"A man and a woman, both in hats, stand on the sidewalk in a busy city."
4439089558.jpg,A man and woman are standing near a street in Times Square.
4439089558.jpg,Two people are standing in the middle of a downtown area.
4439089558.jpg,Girl with floppy purple hat at intersection in big city.
4446013212.jpg,"Two vehicles or trailers going away from the camera in a sandy region, with a driver on each and two people in the back who each appear younger, looking in the direction of one another."
4446013212.jpg,"A country with poverty, several people on board a two wheeled transportation with grass or hay to sit on, they 're driving on dirt road with trees in the background."
4446013212.jpg,A man and young boy are riding beside a Woman and young girl on carriages in the desert.
4446013212.jpg,"Two donkeys pulling a cart, carrying green bushes, as well as carrying people on it."
4446013212.jpg,"There are two carts being driven by mules, each carrying some crops and people."
4447270706.jpg,"A man and a woman, wearing dark jackets, are walking while the man carries a big load on his back."
4447270706.jpg,Two people with studded leather jackets are walking with a lot of stuff on their backs.
4447270706.jpg,A man with a Mohawk and studded leather jacket carries a large load on his back.
4447270706.jpg,A man in a leather biker jacket walks the sidewalk carrying a large backpack.
4447270706.jpg,Two people dressed in mostly black clothing walking on a sidewalk.
4448064784.jpg,"A tall black man in yellow pants shows his rollerskating skills, while pedestrians watch."
4448064784.jpg,"Young men skateboard under the trees, through cones and passersby."
4448064784.jpg,A man on rollerblades skates around some cones on a wide walkway.
4448064784.jpg,A Man with tan pants RollerBlading.
4448064784.jpg,Man rollerskating in park.
4449101561.jpg,A bird is perched on a line of some sort attached to a pole.
4449101561.jpg,A black bird is resting on a power line.
4449101561.jpg,A bird is standing on a power-line.
4449101561.jpg,A bird sitting on a telephone line.
4449101561.jpg,A bird is sitting on a power line.
4450688406.jpg,A person in a yellow shirt carrying a clear plastic bag with three oranges in it.
4450688406.jpg,A person in a yellow coat carrying a plastic bag of orange colored fruit.
4450688406.jpg,A person with a yellow jacket carrying 3 oranges in a plastic bag.
4450688406.jpg,A person in a yellow coat is carrying a bag of three oranges.
4450688406.jpg,Someone holding a bag of oranges walking outside.
4451335021.jpg,A man wearing no shirt and many large feathers on his head is looking into a shoe store.
4451335021.jpg,A man in a native American headdress is walking past a shoe store.
4451335021.jpg,A man in costume walks in front of a Maya Shoe store.
4451335021.jpg,A man in native clothing passes by a shoe store.
4451335021.jpg,A woman with an attire passing by shoe store.
4451427540.jpg,A girl is drying herself with a red-blue towel on a deck after swimming.
4451427540.jpg,A woman who just got out of a pool and has a red and blue towel on.
4451427540.jpg,Young woman wrapped in blue and red towel after swimming.
4451427540.jpg,Girl who was swimming dries off in a red and blue towel
4451427540.jpg,A girl is toweling herself on a deck at the beach.
4466645345.jpg,A view from a hidden camera at a low height shows a man and a woman standing under an umbrella mounted on the back of a three wheeled bicycle with a cart on the back.
4466645345.jpg,Two men in coats are talking under an umbrella.
4466645345.jpg,A cart with an umbrella sits between two men.
4466645345.jpg,A person is talking to a newspaper salesman.
4466645345.jpg,Two men are conversing with one another.
4467116231.jpg,"An Indian family stands together, ankle-deep in a body of water, looking out."
4467116231.jpg,A group of people with two children standing in water up to their ankles.
4467116231.jpg,Several people are standing in shallow water.
4467116231.jpg,An indian family looks out over the water.
4467116231.jpg,A family standing in shallow water.
4474030521.jpg,A woman walks down the road in all black as she holds a red umbrella over her head in the rain.
4474030521.jpg,A woman in black with a red umbrella walks towards a cathedral on a paved street.
4474030521.jpg,A woman dressed in all black walks with a red umbrella on a rainy day.
4474030521.jpg,People walking with their umbrellas out on a rainy day.
4474030521.jpg,People walking with umbrellas.
4479282254.jpg,A little child is running past a wooden double door wearing a hooded jacket and shoes with orange pants.
4479282254.jpg,A little baby wearing a pink jacket with a hood and orange pants is running.
4479282254.jpg,A young child in a brightly colored jacket and pants is running.
4479282254.jpg,A child in a pink coat and orange pants is running.
4479282254.jpg,A small child is running.
4481066172.jpg,Two younger women and an older man in a red sweatshirt are walking across a crosswalk in San Francisco.
4481066172.jpg,Three people in a line crossing a street in front of a delicatessen.
4481066172.jpg,People are walking in the crosswalk beside a blue-gray store.
4481066172.jpg,Three people using the crosswalk to cross the street.
4481066172.jpg,People of varying height are crossing the street.
4484418942.jpg,"A young woman dressed up semi-formally is reading book and drinking in the sun, seated on a bench."
4484418942.jpg,A woman reading and having a drink sitting on a bench.
4484418942.jpg,A woman reading a book on a bench in a park.
4484418942.jpg,A young woman reads a book on a park bench.
4484418942.jpg,A woman sits down on a bench reading.
4486484038.jpg,A woman with long blond-hair runs across a busy street with several cars passing nearby.
4486484038.jpg,The blond woman crossing street has a golden purse over her shoulder.
4486484038.jpg,A woman with a tan purse is running across a city street.
4486484038.jpg,A woman with a yellow purse runs across a busy street.
4486484038.jpg,The woman is crossing the signal.
448803467.jpg,Five children playing at playground with one to two inches of water in it.
448803467.jpg,Five children play in a flooded (or intentionally watered) playground.
448803467.jpg,Four children splash and play in a flooded playground.
448803467.jpg,Four children playing in a flooded playground.
448803467.jpg,Kids playing in a flooded playground.
4488874349.jpg,A group of uniformed men carrying a cross adorned with a white ribbon in formation walking down the street on Easter.
4488874349.jpg,"A group of men wearing white, blue, and black are marching outside with a giant cross."
4488874349.jpg,The participants in the religious procession are dressed in blue and white.
4488874349.jpg,Men in some Christian order marching in procession down a street.
4488874349.jpg,Several men are walking down a street carrying a cross.
4489839598.jpg,A teenage girl is dressed up for Saint Patrick's Day and holding her cellphone.
4489839598.jpg,A woman standing around amid other people who are all wearing green.
4489839598.jpg,"Girl with green arm band, hair ties, and earrings stands outside."
4489839598.jpg,"A woman dressed up in green, probably for St. Patrick's day."
4489839598.jpg,"A woman is wearing a green, red, and white shirt."
4491028316.jpg,"Boy, of age approximately 10 years old, lunging into pristine pool on hot summer day."
4491028316.jpg,"A young boy in red swim trunks, jumping into a pool of clear, blue, clean water."
4491028316.jpg,A young boy in red swimming trunks trips into his family's backyard pool.
4491028316.jpg,A young kid in a red swimming trunks jumping into the pool.
4491028316.jpg,A boy in red swimming trunks is jumping into the pool.
4503700618.jpg,A man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.
4503700618.jpg,A man walking in the rain with a black jacket on.
4503700618.jpg,A man standing outside on a rainy day.
4503700618.jpg,A man wearing a black coat is walking.
4503700618.jpg,There is a man in a black trench coat.
4507920407.jpg,A man in black jacket and beige pants is in an ATM machine while another guy with a hat sits from a distance.
4507920407.jpg,A man in black cap and jacket sitting on blue duffel bag in front of a building.
4507920407.jpg,A man is sitting up against a wall with a sign near his feet.
4507920407.jpg,"A man sits on his suitcase on a street, panhandling."
4507920407.jpg,A person sitting on a bag on the sidewalk.
4508096677.jpg,An old women in a crowd of numerous individuals reaches to a collection of illuminated objects at night.
4508096677.jpg,A woman wearing a black beret is bending over near a group of lit lamps.
4508096677.jpg,An elderly woman clutching her purse while admiring many candles.
4508096677.jpg,An older lady a some kind of memorial lighting a candle.
4508096677.jpg,An elderly woman placing a candle.
4508972634.jpg,A table is illuminated with several different colored jar candles and three people are standing around it.
4508972634.jpg,A man with a newspaper stands before a table full of candles.
4508972634.jpg,People collectively gathered to honor a moment in time.
4508972634.jpg,Three people surround a table full of colored jars.
4508972634.jpg,A woman attends a candlelight vigil.
4509482298.jpg,"Several people are sitting in white, plastic chairs in the shade while several purses, including a Betty Boop purse, sit on a table nearby."
4509482298.jpg,Several men and women are sitting around in a hut waiting for their turn to be next.
4509482298.jpg,Adults are sitting in chairs in a native hut watching children perform.
4509482298.jpg,Some adults and children together under a grass hut.
4509482298.jpg,A group of people sitting at some sort of gathering.
4511377649.jpg,"A woman wearing pink and her companion, a man wearing plaid, look at a map of Central Park in New York city, as a cyclist and horse-drawn carriage pass them in the background."
4511377649.jpg,A man and woman are looking at a map in Central Park.
4511377649.jpg,People looking at a map in central park.
4511377649.jpg,Two people are reading a map in a park.
4511377649.jpg,Two friends look at a sign in the park.
4512171349.jpg,One young boy is hugging another young boy from behind while they both are wearing identical tan jackets.
4512171349.jpg,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.
4512171349.jpg,"Two children, both wearing tan coats, are embracing one another."
4512171349.jpg,A boy is hugging a smaller boy from behind.
4512171349.jpg,A little boy hugging his little brother.
4516743554.jpg,A young man skateboarding over a ramp behind a chain link fence with two friends.
4516743554.jpg,A young man with headphones and a red shirt on a skateboard at a skateboard park.
4516743554.jpg,In a chain link enclosed skate park a skater goes over one of the obstacles .Wit.
4516743554.jpg,A teenager in a red shirt is skating on a skateboard at a skate park.
4516743554.jpg,A male skateboarder takes a ramp at a local skate park.
4525077213.jpg,Photo of a man sitting on a bench with a sign written in Spanish in background and the reflection of a lady walking from a mirrored wall.
4525077213.jpg,"A middle-aged man in a business suit is seated at a bus stop shelter, with Hispanic writing showing on the shelter's sign."
4525077213.jpg,A man in a business suit sitting at a bus stop waiting for a bus.
4525077213.jpg,A man in a suit is sitting at a bus stop.
4525077213.jpg,One man sitting at a bus stop.
4526446769.jpg,Two men on the street in very colorful suits walking down the street at a parade.
4526446769.jpg,A group of men are holding up signs on a street in front of a tan building.
4526446769.jpg,Two men dressed in colorful costumes are dancing during a street parade.
4526446769.jpg,A group of people are gathered in the street.
4526446769.jpg,Men picket in a city street.
4527656043.jpg,"At a beachfront cafe, where the leaves of palm trees are blown by a gentle breeze, tourists dine under turquoise and white shade umbrellas which match the colors of the sky and the sea beyond them, while in the distance, beachgoers relax beneath blue cabanas and umbrellas on the sand."
4527656043.jpg,People sitting at tables with turquoise and white umbrellas overlooking the ocean and beach.
4527656043.jpg,A beach vacation photo that shows from the restaurant down to the ocean.
4527656043.jpg,A group of people sitting at tables near a beach.
4527656043.jpg,People lounge under blue umbrellas at the beach.
4527739022.jpg,An Asian man is standing on a rusty dock surrounded by ropes and tires and is sticking a fishing pole into the water in front of him.
4527739022.jpg,An Asian man is fishing with two fishing rods on a rusty boat in a harbor.
4527739022.jpg,Man on a dusty boat holding a fishing rod.
4527739022.jpg,Asian man fishes from the side of a boat.
4527739022.jpg,The man wearing blue jeans is fishing.
4541666784.jpg,A woman holding roses stands in front of an entry area while others are in line.
4541666784.jpg,"A group of people wait outside a building, some carrying flowers."
4541666784.jpg,A woman holding red flowers stands at the entrance of a building.
4541666784.jpg,People stand around and stare at an entryway.
4541666784.jpg,Tourists waiting outside of a home to visit.
4542945548.jpg,"A man in white shirt and blue vest is playing a large wooden pipe, with mountains and trees in the background."
4542945548.jpg,An Asian man in traditional clothing sounds a large horn in a pleasant mountain landscape.
4542945548.jpg,A man on a grassy hillside wearing traditional clothing is blowing a long horn.
4542945548.jpg,A man is standing on a mountaintop blowing a long wooden horn.
4542945548.jpg,A man is using a telescope with mountains in the background.
4544197412.jpg,A woman with black hair and a purple outfit is standing in a doorway with luggage.
4544197412.jpg,"A woman dressed in purple with glasses, stands in front of an office building."
4544197412.jpg,A woman in purple is standing outside a building while holding a bag.
4544197412.jpg,A woman in purple stands outside glass doors in front of a building.
4544197412.jpg,A woman wearing purple and carrying a bag is walking out of a door.
4544641137.jpg,Two people are sitting across a table from each other in the middle of an empty stage surrounded by people and lighting equipment.
4544641137.jpg,"In a large room, people look on as two people, one in a red robe sit near each other, presumably talking."
4544641137.jpg,Two people are sitting across from each other at a table with a crowd surrounding them watching.
4544641137.jpg,Two people being filmed having a conversation.
4544641137.jpg,A film set with two people sitting at a table.
4550055382.jpg,"A young woman in a courtyard in traditional Indian dress pours a cup of water for a girl while an older couple looks on, as a young man works with a shovel nearby."
4550055382.jpg,"Two women in a street in India, the one pouring something into the other's cup."
4550055382.jpg,"There are five people working, while two woman are the focus filling cups."
4550055382.jpg,Two Indian women pouring water into their cups.
4550055382.jpg,Two women in saris work together in a village.
4550532403.jpg,"Man on the street, in blue striped shirt, talking to a man with glasses."
4550532403.jpg,A man in a collared shirt talking to another man in sunglasses.
4550532403.jpg,Two men standing around talking by a city street.
4550532403.jpg,"Two men talking, both in blue shirts."
4550532403.jpg,Two men talk on the street.
4559327596.jpg,A group of people sitting or standing around a park bench in front of a brick building.
4559327596.jpg,A man is playing a guitar for some people in front of a brick building.
4559327596.jpg,Student spend their breaks outside enjoying each others company.
4559327596.jpg,A group of people sit on benches at a park outside a building.
4559327596.jpg,A group of young people sits under trees.
4560420776.jpg,A woman in a dress walking down the street past a construction site.
4560420776.jpg,A woman with high heels and a purse is walking on the sidewalk.
4560420776.jpg,A blond woman walking down the sidewalk in a cheetah dress.
4560420776.jpg,A woman in a dress walks past a construction zone.
4560420776.jpg,A blond woman walking in heels.
4563267532.jpg,"Several people loiter about on a street scene in the daytime, with motorcycles parked along the way."
4563267532.jpg,Various people sitting on a white metal railing on the side of a city street.
4563267532.jpg,People sitting on handlebars looking at motorcycles outside.
4563267532.jpg,People hanging out on the railings bordering a street.
4563267532.jpg,A motorcycle parked on the side of the road.
4571013172.jpg,Two young men in black punk rock clothing are sitting on the floor at a playground.
4571013172.jpg,A man with a colorful mohawk plays patty-cake while riot police stand-by.
4571013172.jpg,"Protesting youth relax in metro park, observed by armed police."
4571013172.jpg,Two young males siting outdoors in front of riot police.
4571013172.jpg,Police watch some punk rock types at a protest.
4572363355.jpg,"A priest is speaking into a microphone within a church, arms open wide."
4572363355.jpg,A middle-aged man in a white robe is speaking into a microphone.
4572363355.jpg,Father addressing people in a church
4572363355.jpg,Religious leader holding hands out.
4572363355.jpg,A priest leads mass to his parish.
457875937.jpg,"Two black, brown and white dogs running in green grass with ears up on heads."
457875937.jpg,Two look-alike dogs running in the green grass.
457875937.jpg,Two fluffy dogs run through the grass.
457875937.jpg,Two small dogs run through the grass.
457875937.jpg,Two dogs run through a field of grass
4579129242.jpg,A group of young girls in ethnic orange costumes and bare feet perform a dance on a stage.
4579129242.jpg,A group of young girls in red dresses perform a dance.
4579129242.jpg,Nine girls on stage performing in red dresses.
4579129242.jpg,"Six women all wearing red, standing on stage."
4579129242.jpg,Girls dressed in red stand in a line.
4579150154.jpg,A gymnast wearing a black leotard is flying through the air.
4579150154.jpg,A female dancer in black spandex flies through the air.
4579150154.jpg,A ballerina in a black leotard leaps through the air.
4579150154.jpg,There is a ballet dancer jumping in the air.
4579150154.jpg,A ballerina is doing a grande pa de chat.
457922852.jpg,"A lady sitting in a dark room with a little light, that has a variety of fruit in different sizes of square baskets."
457922852.jpg,A fruit vendor rests while awaiting customers.
457922852.jpg,A street fruit vendor waiting for customers.
457922852.jpg,A man is sitting outside next to fruit.
457922852.jpg,A fruit vendor sits alone in the dark.
458160846.jpg,This is a black and white image of a man cooking something at a food stand on a street.
458160846.jpg,A vintage photo of a vendor selling Sabrett hotdogs on the sidewalks of the city.
458160846.jpg,A black and white picture of a city street with a food vendor in the foreground.
458160846.jpg,A man stands at the counter of a street vendor in a city.
458160846.jpg,A man getting some food at a food stand.
4584266011.jpg,A filming crew get ready to take pictures of a woman as a man holds an umbrella above her.
4584266011.jpg,A photo shoot is talking place with a model standing under an umbrella.
4584266011.jpg,A camera crew looking at a man holding a umbrella over a girl in white.
4584266011.jpg,A group of people are performing a photo shoot.
4584266011.jpg,Photography crew prepare for a photo shoot.
4587837067.jpg,A blond pregnant woman in a black shirt is standing in the kitchen with her hand on her belly holding something in her mouth.
4587837067.jpg,"A woman with blond-hair wearing a black shirt is standing, looking down in a home kitchen."
4587837067.jpg,A blond woman in a black shirt standing in a kitchen.
4587837067.jpg,A woman in black is holding something in her mouth.
4587837067.jpg,A girl posing in the kitchen.
4588654711.jpg,Two people in the foreground look like shadows against the neon signs of the businesses at night.
4588654711.jpg,A photo of a couple walking down the street with Chinese characters written on the signage.
4588654711.jpg,A man in a red raincoat is looking to the opposite site of the camera.
4588654711.jpg,A couple embrace as they look at the Asian signs in the distance.
4588654711.jpg,Couple in shadow walks away from a lit storefront toward camera
4592877696.jpg,"Group of older women wearing purple and red clothes, chili peppers jewelry, and large sombreros, sitting on a brick bench."
4592877696.jpg,"Six older ladies, wearing matching red and purple hats, sit outside on a bench made from brick."
4592877696.jpg,Six women are sitting on a brick bench and wearing purple and matching red and blue hats.
4592877696.jpg,A group of older women sitting on a bench wearing the same hats.
4592877696.jpg,Women sitting on bench in large sombreros.
460007281.jpg,An athlete who's glasses are falling off his face is lying down in a sandpit.
460007281.jpg,A man in a competitive field sport jumps into sand and his glasses fall off.
460007281.jpg,"A man falling in the dirt, losing his glasses."
460007281.jpg,Male long jumper in the sand at a meet.
460007281.jpg,A long jumper landing in the sandpit.
4603350261.jpg,"A lone woman in red shirt staring upwards with a man wearing glasses looking towards her, in the distance."
4603350261.jpg,A woman in a red shirt sits resting with her chin in her hand and gazes off to the left.
4603350261.jpg,A child with brown hair and an orange t-shirt sitting at a table.
4603350261.jpg,A woman in a red shirt with her left hand under her chin.
4603350261.jpg,A young woman deep in thought.
4604105970.jpg,A girl with her hair pulled back is wearing sunglasses.
4604105970.jpg,A woman in sunglasses is brushing her hair back.
4604105970.jpg,A woman with red-hair is wearing sunglasses.
4604105970.jpg,A girl in sunglasses walks by a red car.
